id_as400;enseigne;raison_sociale;adresse1;adresse2;adresse3;code_postal;code_postal_2;ville;langue;pays;devise;siret;forme_entreprise;contact_1;contact_2;contact_3;tel1;tel2;id_commercial_1;id_commercial_2;statut_commande_par;statut_livre;statut_facture
PL0401014;SILESIADIS SP. Z O.O.;SILESIADIS SP. Z O.O.;UL. GEN. JANKEGO 15D;;;40-61;5;KATOWICE;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0401015;GDANSKDIS SP. Z O.O.;GDANSKDIS SP. Z O.O.;UL. OBRONCÓW WYBRZEZA 1;;;80-39;8;GDANSK;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0401016;POZNANDIS SP. Z O.O.;POZNANDIS SP. Z O.O.;UL.TOWAROWA 35;;;63-10;0;POZNAN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;O
PL0500000;KLIENCI INDYWIDUALNI;KLIENCI INDYWIDUALNI;;;;00-00;0;WARSZAWA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501000;INDYWIDUALNI;INDYWIDUALNI;.;;;.;;.;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501001;MAKE UP MARKET, ZANETA RUSIN;MAKE UP MARKET, ZANETA RUSIN;;UL. MROCZNA 5/37;;janv-45;6;WARSZAWA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501002;"FHU ""GABRYSIA""";"FHU ""GABRYSIA""";KRYSTYNA PILECKA;UL. STARZYNSKIEGO 6/4;;35-50;8;RZESZÓW;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501003;DROGERIA LABU;DROGERIA LABU;UL. TRAUGUTTA 13;;;37-50;0;JAROSLAW;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0501004;LOOKMART MARIUSZ ZIEMINSKI;LOOKMART MARIUSZ ZIEMINSKI;UL. MIARKI 3A/2;;;45-36;7;OPOLE;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501005;STUDIO URODY MZ;STUDIO URODY MZ;UL. OZIMSKA 14-16/5;;;45-05;7;OPOLE;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0501007;ENCE STUDIO;ANNA MAZUR;ENCE STUDIO;;KIEPURY 11;20-83;8;LUBLIN;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501008;VIVACE DISTRIBUTION;JAROSLAW PRES;VIVACE DISTRIBUTION;;NOWOGRODZKA 31;00-51;1;WARSZAWA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501009;PIERRE RENÉ SP. Z O.O.;PIERRE RENÉ SP. Z O.O.;PIERRE RENÉ SP. Z O.O.;;UL.OGRODOWA 7;76-27;0;SLUPSK;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501010;RAFAL POTOMSKI ATELIER;RAFAL POTOMSKI ATELIER;ZAMKOWA 13/3;;;30-30;1;KRAKOW;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501011;BEETLEGROUP SP. Z O.O.;BEETLEGROUP SP. Z O.O.; WYCZOLKOWSKIEGO 6;;;65-14;0;ZIELONA GORA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501012;MA POLSKA S.A.;MA POLSKA S.A.;UL. TURYNSKA 100;;;43-10;0;TYCHY;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501013;MA POLSKA S.A.;MA POLSKA S.A.;UL. ZAGNANSKA 27;;;25-52;8;KIELCE;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0501014;PAN DRAGON SP. Z O.O.;PAN DRAGON SP. Z O.O.;AL.GEN.HALLERA 6/5;;;80-40;1;GDANSK;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501015;GRUPA 3 DRUK SPÓLKA Z O.O.;GRUPA 3 DRUK SPÓLKA Z O.O.;UL. BALICKA 100;;;30-14;9;KRAKOW;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501016;GABINET PODOLOGICZNY;KINGA KOLODZIEJ;GABINET PODOLOGICZNY;;CHOJNOWSKA 112/122;59220;;LEGNICA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0501017;GIGANT;MARIUSZ PAPRZYCKI;GIGANT;;3 MAJA 22B;55-20;0;OLAWA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0601010;BH TRAVEL RETAIL POLAND;BH TRAVEL RETAIL POLAND;SP. Z O.O.;UL. FLISA 4;;févr-24;7;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;N;O
PL0601011;BH TRAVEL SKLEP BOUTIQUE 173;BOUTIQUE 173;BH TRAVEL SKLEP BOUTIQUE 173;LOTNISKO CHOPINA;UL.  ZWIRKI I WIGURY 1;00-90;6;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL0601012;PHZ BALTONA SA;PHZ BALTONA SA;SKLEP PHZ BALTONA SA ZOOM B05;PORT LOTNICZY WROC AW SA;UL. GRANICZNA 190;54-53;0;WROCLAW;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL0601013;LOTNISKO CHOPINA W WARSZAWIE;LOTNISKO CHOPINA W WARSZAWIE;BH TRAVEL;GLAMOUR 170;UL.  ZWIRKI I WIGURY 1;00-90;6;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL0601014;BH TRAVEL SKLEP MULTISTORE 178;MULTISTORE 178;BH TRAVEL MULTISTORE 178;LOTNISKO CHOPINA;UL.  ZWIRKI I WIGURY 1;00-90;6;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL0601015;PHZ BALTONA SA;PHZ BALTONA SA;SWLPB, SKLEP B14 SKLEP WOLNOC;BOUTIQUE POZNAN LAWICA;UL. BUKOWSKA 285;60-18;9;POZNAN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL0701001;KONTIGO SP. Z O.O.;KONTIGO SP. Z O.O.;TASMOWA 7;;;févr-67;7;WARSZAWA;P;PL;PLN;;****;;;;;;***;***;O;O;O
PL0701002;MAGAZYN KONTIGO;MAGAZYN KONTIGO;PASS 20C;;;mai-87;0;BONIE;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0801018;SOLID LOGISTICS SP. Z O.O.;SOLID LOGISTICS SP. Z O.O.;ZA MOTELEM 2D;;;62-08;0;SADY K/POZNANIA;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0801019;DSV SOLUTIONS SP. Z O.O.;DSV SOLUTIONS SP. Z O.O.;UL. MODULARNA 17;;;févr-23;8;WARSZAWA;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0801020;PANATTONI EUROPE PARK;PANATTONI EUROPE PARK DSV;SOLUTIONS;SOKOLOWSKA / ROG PIACHY 3;;mai-81;6;PECICE;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0801021;JERONIMO MARTINS;CENTRUM DYSTRYB. KOSTRZYN;DC802 KOSTRZYN;UL. JANIKOWSKA 33;;61-07;0;POZNAN;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0801022;JERONIMO MARTINS;CENTRUM DYSTRYB. GORZOW WLK;DCGWL GORZOW WIELKOPOLSKI;UL. METALOWCOW 6;;66-40;0;GORZOW WIELKOPOLSKI;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL0801023;JERONIMO MARTINS;SKLEP NR 1295;SKLEP NR 1295;UL. RYSKA 1;;15-00;8;BIALYSTOK;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL1100000;POZNALEC SP. Z O.O.;POZNALEC POLSKA CENTRALE;.;;;.;;.;P;PL;PLN;;****;;;;;;***;***;N;N;N
PL1101000;POZNALEC SP. Z O.O.;POZNALEC SP. Z O.O.;UL.TOWAROWA 35;;;61-89;6;POZNAN;P;PL;PLN;;SPZO;;;;;;***;***;O;N;O
PL1101001;POZNALEC JASTRZEBIE ZDRÓJ;POZNALEC JASTRZEBIE ZDROJ;POZNALEC JASTRZEBIE ZDROJ;AL. PILSUDSKIEGO 35;;44-33;5;JASTRZEBIE ZDROJ;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL1101002;POZNALEC GLIWICE 2R;POZNALEC GLIWICE 2R;POZNALEC GLIWICE 2R;UL. RYBNICKA 148;;44-10;0;GLIWICE;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL1101003;POZNALEC SREM;POZNALEC SREM;POZNALEC SREM;UL. KOLEJOWA 1A;;63-10;0;SREM;P;PL;PLN;;****;;;;;;***;***;O;O;N
PL1200000;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;FRIEDRICHSTASSE 12;;;55232;;ALZEY;D;ALL;EUR;;****;;;;;;***;***;O;N;O
PL1201000;REAL,- SP. Z O.O.I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. KRAKOWSKA 61;;févr-18;3;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;N;N;O
PL1201001;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL.KRAKOWSKA 61;;févr-18;3;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;O
PL1201002;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. KRAKOWSKA 61;;févr-18;3;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201003;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;MAGAZYN 3;;;;XXX;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201004;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. STRUGA 36;REAL 1010;70-78;4;SZCZECIN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201005;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KISIELEWSKIEGO 8/16;REAL 1011;42-20;0;CZESTOCHOWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201006;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. JANA PAWLA II 3;REAL 1012;59-30;0;LUBIN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201007;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. BEDZINSKA 80;REAL 1013;41-25;0;CZELADZ;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201008;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. FABRYCZNA 3;REAL 1014;59-22;0;LEGNICA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201009;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KOTUCZA 100;REAL 1015;44-21;0;RYBNIK;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201010;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. POLUDNIOWA 8;REAL 1016;86-30;0;GRUDZIADZ;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201011;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SZWAJCARSKA 14;REAL 1017;61-28;5;POZNAN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201012;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. STRZELCOW BYTOMSKICH 96;REAL 1018;41-91;4;BYTOM;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201013;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. GRZECZNAROWSKIEGO 28;REAL 1019;26-60;4;RADOM;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201014;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. GORZKOWSKA 32;REAL 1020;33-30;0;NOWY SACZ;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201015;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KUSOCINSKIEGO 4;REAL 1021;58-30;9;WALBRZYCH;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201016;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KATOWICKA 75;REAL 1022;41-40;0;MYSLOWICE;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201017;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SOSNOWSKIEGO 16;REAL 1023;45-27;3;OPOLE;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201018;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. PILSUDSKIEGO 1;REAL 1024;mai-27;0;MARKI;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201019;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. PLUT.R.SZKUBACZA 1;REAL 1025;41-80;0;ZABRZE;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201020;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. GEN.SIKORSKIEGO 2B;REAL 1026;10-août;8;OLSZTYN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201021;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. BRZEZINSKA 27/29;REAL 1027;92-10;3;LODZ;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201022;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KATOWICKA 1;REAL 1028;41-30;0;DABROWA GORNICZA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201023;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SLOWIANSKA 3;REAL 1029;59-90;0;ZGORZELEC;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201024;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. RADOMSKA 8;REAL 1030;25-32;3;KIELCE;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201025;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. WITOLDA CHODZKI 14;REAL 1031;20-sept;3;LUBLIN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201026;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SZCZECINSKA 6;REAL 1032;76-25;1;KOBYLNICA K.SLUPSKA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201027;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. CMENTARNA 10;REAL 1033;87-80;0;WLOCLAWEK;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201028;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KRAKOWSKA 61;REAL 1034;févr-18;3;OKECIE;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201029;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. POKOJU 67;REAL 1035;31-58;0;KRAKOW;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201030;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. WINCENTEGO WITOSA 21;REAL 1036;35-11;5;RZESZÓW;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201031;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KOLOBRZESKA 32;REAL 1037;80-39;4;GDANSK;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201032;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. ZOLKIEWSKIEGO 15;REAL 1038;87-10;0;TORUN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201033;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. BIELSKA 107;REAL 1039;43-10;0;TYCHY;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201034;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. MILOSZA 2;REAL 1041;15-26;5;BIALYSTOK;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201035;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. JUBILERSKA 1/3;KING CROSS - REAL 1042;avr-19;0;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201036;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. PULAWSKA 427;URSYNOW - REAL 1043;févr-80;1;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201037;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. BORA-KOMOROWSKIEGO 37;REAL 1044;31-87;6;KRAKOW 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201038;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SPACEROWA 48;REAL 1045;80-29;9;GDANSK 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201039;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KRUSZWICKA 1;REAL 1046;85-21;3;BYDGOSZCZ;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201040;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. MSZCZONOWSKA 3;REAL 1047;05-sept;0;JANKI;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201041;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. PILSUDSKIEGO 92;REAL 1048;92-20;2;LODZ 2 WIDZEW;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201042;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. GRUDZIADZKA 162;REAL 1049;87-10;0;TORUN;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201043;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KU SLONCU  67;REAL 1050;71-04;1;SZCZECIN 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201044;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KRZYWOUSTEGO 126;REAL 1051;51-42;1;WROCLAW;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201045;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. PULASKIEGO 60;REAL 1052;40-02;8;KATOWICE;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201046;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. JANA PAWLA II 30;REAL 1053;93-57;0;LODZ 3;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201047;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. GORSKIEGO 2;REAL 1054;81-30;4;GDYNIA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201048;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. BACZYNSKIEGO 2;REAL 1055;41-20;0;SOSNOWIEC;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201049;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. POLCZYNSKA 4;PARK WOLA - REAL 1056;janv-37;8;WARSZAWA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201050;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. WYZWOLENIA 18/20;REAL 1057;70-55;4;SZCZECIN 3;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201051;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;PL. TEATRALNY 12;REAL 1058;41-80;0;ZABRZE 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201052;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. BUKOWSKA 156;REAL 1059;60-19;8;POZNAN 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201053;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. KARSKIEGO 5;REAL 1060;91-07;1;LODZ 4;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201054;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SZCZECINSKA 58;REAL 1061;76-20;0;SLUPSK 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201055;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. WROCLAWSKA 154;REAL 1063;45-83;5;OPOLE 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201056;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. SOBIESKIEGO 6;REAL 1064;41-30;0;DABROWA GORNICZA 2;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201057;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. LESZCZYNSKA 20;REAL 1065;43-30;0;BIELSKO-BIALA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201058;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. JANA PAWLA II 51;REAL 1066;58-50;6;JELENIA GÓRA;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201059;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. BLONIE 2;REAL 1068;33-10;0;TARNOW;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201060;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;UL. ZOLKIEWSKIEGO 4;REAL 1069;26-61;7;RADOM;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1201061;REAL,- SP. Z O.O. I SPOLKA;REAL,- SP. Z O.O. I SPOLKA;SPOLKA KOMANDYTOWA;AL. GEN. SIKORSKIEGO 13/17;REAL 1070;97-30;0;PIOTRKOW TRYBUNALSKI;P;PL;PLN;;SPZO;;;;;;***;***;O;O;N
PL1202000;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;FRIEDRICHSTRASSE 12;;;55232;;ALZEY;D;ALL;EUR;;****;;;;;;***;***;N;N;O
PL1202001;ZWEITE REAL SB-WARENHAUS GMBH;ZWEITE REAL SB-WARENHAUS GMBH;FRIEDRICHSTRASSE 12;;;55232;;ALZEY;D;ALL;EUR;;SPZO;;;;;;***;***;N;N;O
PL1202002;REAL,- SB-WARENHAUS GMBH;REAL,- SB-WARENHAUS GMBH A;;;;;;0;D;ALL;EUR;;SPZO;;;;;;***;***;N;N;N
PL1202003;REAL,- SB-WARENHAUS GMBH;REAL,- SB-WARENHAUS GMBH A;;;;;;0;D;ALL;EUR;;SPZO;;;;;;***;***;N;N;N
PL1202004;REAL,- SB-WARENHAUS GMBH;REAL,- SB-WARENHAUS GMBH A;;;;;;0;D;ALL;EUR;;SPZO;;;;;;***;***;N;N;N
PL1202005;REAL,- SB-WARENHAUS GMBH;REAL,- SB-WARENHAUS GMBH A;;;;;;0;D;ALL;EUR;;SPZO;;;;;;***;***;N;N;N
PL1202006;REAL,- SB-WARENHAUS GMBH;REAL,- SB-WARENHAUS GMBH A;;;;;;0;D;ALL;EUR;;SPZO;;;;;;***;***;N;N;N
PL1202007;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;DÜSSELDORF-BILK 1A;FRIEDRICHSTRAßE 152;MARKTNR. 8658;40217;;DÜSSELDORF-BILK;D;ALL;EUR;;SPZO;;;;;;***;***;O;O;N
PL1202008;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;THERESIENHÖHE;MARKTNR. 38716;;50354;;KÖLN-HÜRTH;D;ALL;EUR;;SPZO;;;;;;***;***;O;O;N
PL1202009;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;KLINGENBERGSTR. 31;MARKTNR. 8644;;32758;;DETMOLD;D;ALL;EUR;;SPZO;;;;;;***;***;O;O;N
PL1202010;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;EISERFELDER STR.170;MARKTNR. 48615;;57072;;SIEGEN;D;ALL;EUR;;SPZO;;;;;;***;***;O;O;N
PL1202011;REAL,- SB- WARENHAUS GMBH;REAL,- SB- WARENHAUS GMBH;BÖKENFÖRDER STR.181-183;MARKTNR. 8221;;59557;;LIPPSTADT 1;D;ALL;EUR;;SPZO;;;;;;***;***;O;O;N
